artist_id,album_name,album_id,release_date,total_tracks,url_image
0roeI3yPusDWwWRzAqTopw,Liquidizer,40KUzz9XDYb0hUQSAV1fkq,1989,12,https://i.scdn.co/image/ab67616d0000b2738ab8a777e8d678fbf36bfe0f
4SEOj3Hah1AGzrmTA9Kukz,La resurection,77dHDA0UynbHQi81QBQ8yb,2012,12,https://i.scdn.co/image/ab67616d0000b2731e61164f25602ba5fc457a94
4SEOj3Hah1AGzrmTA9Kukz,Ras Natty Baby (Live Version),3be1G4heqqkyJP1fQ6DDm9,2010-10-04,14,https://i.scdn.co/image/ab67616d0000b273707150a3224c43eb9315a792
4SEOj3Hah1AGzrmTA9Kukz,Vibration rasta zom,6TNZjavcflMFIDPJlafwdi,1999-01-01,14,https://i.scdn.co/image/ab67616d0000b273c47dd33b3136edb7fbf1af1a
4SEOj3Hah1AGzrmTA9Kukz,Harmaguedon,78URkuSenX7sfrTHq1a52a,1995-04-01,8,https://i.scdn.co/image/ab67616d0000b27399f59d12e3e1d7afd5203a3d
4SEOj3Hah1AGzrmTA9Kukz,Le reveil,1wnydWm3FwTIvZ8k0hq9w7,1991-10-02,12,https://i.scdn.co/image/ab67616d0000b2730a7a2561038b5e31f0dc0ce2
2hHn2RczMs5jxSd3a7rFXK,Traummelodien,65MQhTfOBXFHDQdM97wnNt,1992-06-24,14,https://i.scdn.co/image/ab67616d0000b273ee97c969647439adab59f71c
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien aus Frankreich,7C0kGdRJluaRNfegtIBqkb,1991-11-14,10,https://i.scdn.co/image/ab67616d0000b273c24b18bc661016d9a9460ef8
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 9,4xOUBqsKPhUv2Gpscu0FBC,1991-11-14,16,https://i.scdn.co/image/ab67616d0000b273eb8945bf5393b394f356d65a
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 8,4LuAqbh0Je5OhUJfTBjYC6,1991-11-14,10,https://i.scdn.co/image/ab67616d0000b2735b6a6bc956b0b3eb252d1de4
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 7,5CcVBbrjqe3RJDBqj8RXm5,1991-11-14,10,https://i.scdn.co/image/ab67616d0000b2739dba66057ab8d40f5dfd1e8f
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 6 (Neue Version),31osanrAaEtvxOFJdevWJU,1991-11-14,10,https://i.scdn.co/image/ab67616d0000b273cbf3d9aff46446d1e7178ac3
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 5,7wXL0VkLr5GPzntQTBKScv,1991-10-18,10,https://i.scdn.co/image/ab67616d0000b273bee478b8847532cbf625adf5
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 2,1GBw5WpyEnkLxq6gfUpDpT,1991-10-18,10,https://i.scdn.co/image/ab67616d0000b2732e6a6c01f7bbd088dcbec86d
2hHn2RczMs5jxSd3a7rFXK,"Stille Nacht, Heilige Nacht",3xxHe7tGLQb72LPcCktad0,1991-09-11,20,https://i.scdn.co/image/ab67616d0000b273cac4c15143da1cdf7a0fde5b
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 4,1yunUzjj7ilHU6hyreqit7,1991-09-11,11,https://i.scdn.co/image/ab67616d0000b273d9837c0eb170660731e89648
2hHn2RczMs5jxSd3a7rFXK,Je T'Aime - Traummelodien 3,2T8OheSZ3syV2oBuxY5RzR,1991-09-11,10,https://i.scdn.co/image/ab67616d0000b273508f4c0b39473c550970d824
7fFTWwToBnLO0YvHBkw99x,"Kouleur mascareignes (Île de la Réunion, Île Rodrigues, Île Maurice)",1pGKJXZbG8oBf3nlB1pRLi,2008-03-14,13,https://i.scdn.co/image/ab67616d0000b273dcaaeec59fde1c52590491a8
7fFTWwToBnLO0YvHBkw99x,Zilwa (Kouler kréol),1UQQDBU9zlFLtVEAOmjULs,1994-12-01,11,https://i.scdn.co/image/ab67616d0000b273a87448efb846b99e46d1512c
7fFTWwToBnLO0YvHBkw99x,Kalou,1E07NAP5J3gFoA3GthMQfq,1991-01-01,12,https://i.scdn.co/image/ab67616d0000b273063c4aa784ee1e2b2904653b
3A6DZgoAIfPjcZJvX5iE6i,La Carretera,2GlJge5D7IrzYPE42OdgxE,2024-08-09,10,https://i.scdn.co/image/ab67616d0000b2730f818f726946af6d7385412e
3A6DZgoAIfPjcZJvX5iE6i,Mira Mujer,5rw7RGeCAtnamwhocRimjv,2009-05-04,8,https://i.scdn.co/image/ab67616d0000b27346a1653a75ea3c1ae96091f1
3A6DZgoAIfPjcZJvX5iE6i,Soñando Contigo,7w0z2swhAplobZ1fDIzEzI,1997-01-01,8,https://i.scdn.co/image/ab67616d0000b2732256140f73a8607027ee3953
3A6DZgoAIfPjcZJvX5iE6i,El Angel De La Salsa,6Zh95SIBHjPGVO2EEv1P5n,1993-01-01,8,https://i.scdn.co/image/ab67616d0000b273644f6a9e92ac2e9a208570a5
3A6DZgoAIfPjcZJvX5iE6i,Erick,6HoBt8ZIFx5BftRsecIrOO,1991-01-01,8,https://i.scdn.co/image/ab67616d0000b273ea8e809b3c0ee19efe6fdbd2
2qhmNI4ZHPpeDutdg473Z3,ISDN (30th Anniversary Edition),6Bkro0UkORbSyVnEDob9LR,2024-04-26,18,https://i.scdn.co/image/ab67616d0000b27370e10b755c04346855b79c6b
2qhmNI4ZHPpeDutdg473Z3,Cascade 2020,4Q9lrjO0y8wzHYuBJcvqWh,2020-09-07,13,https://i.scdn.co/image/ab67616d0000b27350f340419dbcbfa5798b8bf2
2qhmNI4ZHPpeDutdg473Z3,My Kingdom (Re-Imagined),1IkFg41dSNk7NgFTuFfccj,2018-05-25,10,https://i.scdn.co/image/ab67616d0000b27368dced475cd32962b4f44537
2qhmNI4ZHPpeDutdg473Z3,Archived 8,05LwU5kSjpw73wcDOsmB8i,2015-09-18,12,https://i.scdn.co/image/ab67616d0000b273219c54a7547a0f42b18518e1
2qhmNI4ZHPpeDutdg473Z3,Environment Five,6kUjk72WbsUjXVeKXhxIDl,2014-09-08,13,https://i.scdn.co/image/ab67616d0000b2736f992511aae47758ee576158
2qhmNI4ZHPpeDutdg473Z3,From The Archives Vol. 7,4N6k6LZdLRFz82ethqeCjO,2012-11-19,14,https://i.scdn.co/image/ab67616d0000b2730f3bc98c6fc818a65b493ee3
2qhmNI4ZHPpeDutdg473Z3,Environments 4,3wuxX9cO6WQkHS2TBvQynB,2012-04-30,14,https://i.scdn.co/image/ab67616d0000b27351267767f6f8b818cdb2ad35
2qhmNI4ZHPpeDutdg473Z3,From The Archives Volume 3 (Enhanced Edition),1dkJnuDrDLP8UZH6Q4cNAr,2012-02-13,17,https://i.scdn.co/image/ab67616d0000b2730fe681320d060ba0d0aabaeb
2qhmNI4ZHPpeDutdg473Z3,From The Archives Volume 2 (Enhanced Edition),2scabj5LeNZZ8WSzJaeFFM,2012-02-13,21,https://i.scdn.co/image/ab67616d0000b2737371b9949494410418de4b52
2qhmNI4ZHPpeDutdg473Z3,From The Archives Volume 1 (Enhanced Edition),6uy42EPW6560FT76dUd0GT,2012-02-13,17,https://i.scdn.co/image/ab67616d0000b2731dcdfc5366faea8ba2bda31d
2qhmNI4ZHPpeDutdg473Z3,The Archives - Sampler 1,4NrWzZr6OnYGHEhDarqky5,2007,13,https://i.scdn.co/image/ab67616d0000b2730b9a12786f404bbd229abe6c
2qhmNI4ZHPpeDutdg473Z3,The Otherness,3gaviMJCk33lCGYS1SU1kK,2006-05-30,14,https://i.scdn.co/image/ab67616d0000b27344f02842bc1428e8a1f78304
2qhmNI4ZHPpeDutdg473Z3,Teachings From The Electronic Brain,0j2pGEBL9j4Zh428lR3RHr,2006-01-01,20,https://i.scdn.co/image/ab67616d0000b27344f09da913b556c727ea5fe0
2qhmNI4ZHPpeDutdg473Z3,The Isness,3Yxu6uvrPfgTpldgllHOn4,2002,13,https://i.scdn.co/image/ab67616d0000b273d08e51308627964c3e1ed60d
2qhmNI4ZHPpeDutdg473Z3,Papua New Guinea Translations,0BfpvCTHPDbyZL08cSP3Bo,2002,8,https://i.scdn.co/image/ab67616d0000b2735c37e567b3c3770f340899d9
2qhmNI4ZHPpeDutdg473Z3,Accelerator Deluxe,6c4UVsM5YZd6Y4EhhJRgJ8,2002,22,https://i.scdn.co/image/ab67616d0000b27365ced89c315eb9541282b533
2qhmNI4ZHPpeDutdg473Z3,Dead Cities,2xHvAxrgMfKrYIicQVT9ay,1996-01-01,13,https://i.scdn.co/image/ab67616d0000b273d94474e20a0d381ff8e59dff
2qhmNI4ZHPpeDutdg473Z3,Lifeforms,0UcHfoo7KMso767JwePBMh,1994-01-01,19,https://i.scdn.co/image/ab67616d0000b2731f70c109d5f7316302d587b8
2qhmNI4ZHPpeDutdg473Z3,ISDN,7zLPvAL1mv9ghRMGH8vj1H,1994,15,https://i.scdn.co/image/ab67616d0000b2737835bd661c291e80cf85fafc
2qhmNI4ZHPpeDutdg473Z3,Accelerator,5QJgGoswsej4o1KwXpfYCZ,1991,12,https://i.scdn.co/image/ab67616d0000b273c21dc7e3e006201b43483534
0blJzvevdXrp21YeI2vbco,The Complete Roadrunner Collection 1991-2003,5LtfWD1Iby98F4k2WPgWeV,2013,71,https://i.scdn.co/image/ab67616d0000b273011edac5965fb29c2918e1af
0blJzvevdXrp21YeI2vbco,Dead Again,67Uf5sitUPsqaKRtCA7Cuf,2007-03-13,20,https://i.scdn.co/image/ab67616d0000b273d5e0ee8a6f0d8f61f3061da9
0blJzvevdXrp21YeI2vbco,Life Is Killing Me,4AdGr92Z6Ff2WbKP5Ja2QC,2003-06-09,15,https://i.scdn.co/image/ab67616d0000b273d736b2c5f252f84ad45d5be6
0blJzvevdXrp21YeI2vbco,World Coming Down,19GlIEIJqujc5U5B7PETZW,1999-09-13,13,https://i.scdn.co/image/ab67616d0000b27319dba8c09733c29f11d74a6a
0blJzvevdXrp21YeI2vbco,October Rust (Special Edition),6BkeUWI72Lssc077AxqQek,1996-08-19,18,https://i.scdn.co/image/ab67616d0000b273704dd95c3ea01a719da5d5d4
0blJzvevdXrp21YeI2vbco,October Rust,46NjYrJ5v5ZTIHMb1DrAgl,1996-08-19,15,https://i.scdn.co/image/ab67616d0000b273ff7871e35825b5aea95beff3
0blJzvevdXrp21YeI2vbco,Bloody Kisses (Top Shelf Edition),22PP61GmfGKAhIQo2ZSRxG,1994-05-10,17,https://i.scdn.co/image/ab67616d0000b273bf9eaa56ca46fd6d2b3800d1
0blJzvevdXrp21YeI2vbco,Bloody Kisses,127mCJhPsHAB33rOYybK04,1994-05-10,14,https://i.scdn.co/image/ab67616d0000b27326afc3f1635038a3a90da306
0blJzvevdXrp21YeI2vbco,The Origin of the Feces (2007 Reissue),1XugE3dbDDfPlqNoyZDaih,1992,8,https://i.scdn.co/image/ab67616d0000b273a0692e802cf2964053ef3eee
0blJzvevdXrp21YeI2vbco,"Slow, Deep and Hard (2009 Remaster)",38xbAsUXuymB2Tuo8F2u6A,1991-06-03,8,https://i.scdn.co/image/ab67616d0000b2733491fa9c28dd0174dc6a9d63
0blJzvevdXrp21YeI2vbco,"Slow, Deep and Hard",5zrFsgcNNQs6K3RqGCSqvl,1991-06-03,7,https://i.scdn.co/image/ab67616d0000b273054ac4c47dad3cfc43a4b50e
2Agn1HUbcTPcPHwy7WAfHs,Припомним юность,1MyvystobwkUWLcSpnMzxd,2024-09-25,10,https://i.scdn.co/image/ab67616d0000b273fa0fac9dd93954118274390e
2Agn1HUbcTPcPHwy7WAfHs,Камео,3I2jcUKM6WndabWipX2b3K,2024-03-07,16,https://i.scdn.co/image/ab67616d0000b27372a36ef8a89d7a2950d90a93
2Agn1HUbcTPcPHwy7WAfHs,"Таня, дыши!",0EXhgwRtRHADsx54RqTQ7E,2023-03-18,10,https://i.scdn.co/image/ab67616d0000b273617947dde6336c9fc9524335
2Agn1HUbcTPcPHwy7WAfHs,Единственный дом,5J16VCkhgVrAPD7iQrIUWI,2020-08-06,11,https://i.scdn.co/image/ab67616d0000b27314f5d3d8f9c4c46348bcc64b
2Agn1HUbcTPcPHwy7WAfHs,День рождения!,1SmicCdomtmaW4inJ2AwlL,2020-04-24,10,https://i.scdn.co/image/ab67616d0000b2733946c8dd858d05329ed12b7c
2Agn1HUbcTPcPHwy7WAfHs,Большая коллекция,0hSxqvw6XIfFsxtTWms8gG,2014-10-13,50,https://i.scdn.co/image/ab67616d0000b273b499c7798bf3c7ba77f4833a
2Agn1HUbcTPcPHwy7WAfHs,Romances,4Kusm5llVHl8SmBzLGH2R0,2010-12-01,10,https://i.scdn.co/image/ab67616d0000b2735b33f2326b116027c870a6bc
2Agn1HUbcTPcPHwy7WAfHs,Люблю и скучаю,0pRKxiECNzyVR2IcUwak6m,2007-04-12,13,https://i.scdn.co/image/ab67616d0000b273e74ae7edf6275beedb626c97
2Agn1HUbcTPcPHwy7WAfHs,Летела душа,4V3c80K1lbNjp6tro9QDr4,2005-01-01,10,https://i.scdn.co/image/ab67616d0000b273cbd4e9e41045a1b72e5d2f66
2Agn1HUbcTPcPHwy7WAfHs,Белая черёмуха,65l1TmQAHExvjY56YQu1Gd,2004-01-01,17,https://i.scdn.co/image/ab67616d0000b2731803267abbe4d8e08e114fc9
2Agn1HUbcTPcPHwy7WAfHs,Любовь,6r45Id2p7V44x5OcTUeKWJ,2003-01-01,14,https://i.scdn.co/image/ab67616d0000b2734603225cf6797ceda6521b12
2Agn1HUbcTPcPHwy7WAfHs,Это игра,0W5NqvFcvbK6GlRllSXqNu,2002-01-01,13,https://i.scdn.co/image/ab67616d0000b273788297366494382cca33f2f6
2Agn1HUbcTPcPHwy7WAfHs,Золото любви,4zkeioaGSPTTH8BkdovaFh,2001-01-01,12,https://i.scdn.co/image/ab67616d0000b273e59595e2a14590c7d63e4fb8
2Agn1HUbcTPcPHwy7WAfHs,Мой сон,5YRWKk5UoShxiYoPVoiUbN,2000-01-01,12,https://i.scdn.co/image/ab67616d0000b273471fd56b9ebbf0527f6428d8
2Agn1HUbcTPcPHwy7WAfHs,Стая,5M76lCVp2SNur7yXhiTapf,1999-01-01,10,https://i.scdn.co/image/ab67616d0000b273ad1966ff1c0b7c6351c12072
2Agn1HUbcTPcPHwy7WAfHs,Женское сердце,4jfYgCzxioxEsdLQtKUdmF,1998-01-01,12,https://i.scdn.co/image/ab67616d0000b27307e3291974ae952346a05514
2Agn1HUbcTPcPHwy7WAfHs,Стерпится-слюбится,5RRzmjWztH5Lq9jvFYUD9c,1997-01-01,12,https://i.scdn.co/image/ab67616d0000b273d0b0e4cddbea63a2bda796f4
2Agn1HUbcTPcPHwy7WAfHs,Обратный билет,2PFUxDdGpxaNxtDt1JSBkJ,1996-01-01,9,https://i.scdn.co/image/ab67616d0000b273ee93bd33e3e23af0d6b2cedf
2Agn1HUbcTPcPHwy7WAfHs,Моё русское сердце,3vznvB2EzG0HtRfnKaVqlD,1996-01-01,10,https://i.scdn.co/image/ab67616d0000b273b2a60b06a3b3c477120a5ae8
2Agn1HUbcTPcPHwy7WAfHs,Я сведу тебя с ума,25RLq0pfEEsdm8ygk32ZZm,1995-01-01,11,https://i.scdn.co/image/ab67616d0000b273eac108b552f8325dee9b32b5
5xU5wRTlZHVRoo2OxPvqA4,Sun Racket,1BYyqJg8q0q2hZDsVG4prT,2020-09-04,10,https://i.scdn.co/image/ab67616d0000b273968918f476bf77cf7040adec
5xU5wRTlZHVRoo2OxPvqA4,Purgatory Paradise,7jT6xLHfaIjGvqUWxrAJvL,2013-10-29,32,https://i.scdn.co/image/ab67616d0000b27355dc4d2d9944e1db313fb511
5xU5wRTlZHVRoo2OxPvqA4,Throwing Muses,3rIziXSp46zL1jmweXITHy,2003-03-17,12,https://i.scdn.co/image/ab67616d0000b27334be0e9648c20ba430d854c8
5xU5wRTlZHVRoo2OxPvqA4,Live in Providence,1AKN95MfuVSBp0eWxUa1tI,2003-01-01,14,https://i.scdn.co/image/ab67616d0000b27309bbe1ef6b765fa4b9caa610
5xU5wRTlZHVRoo2OxPvqA4,In A Doghouse,6NDHvXHJTWPMhUqiuwosH9,1998-09-14,29,https://i.scdn.co/image/ab67616d0000b273ad3e41cac8ba2744f7c65298
5xU5wRTlZHVRoo2OxPvqA4,Limbo,4EcPXRfEeax0jgv9Y3oTXC,1996,12,https://i.scdn.co/image/ab67616d0000b27310ee5fdec6419deed688ef2a
5xU5wRTlZHVRoo2OxPvqA4,University,2Q51BwvegrGxMY7GQd7Rrs,1995-01-16,14,https://i.scdn.co/image/ab67616d0000b27335644a6e47528387e88a837f
5xU5wRTlZHVRoo2OxPvqA4,The Curse,2Ri6NCc7udoL6chH7vIrL3,1992-11-16,18,https://i.scdn.co/image/ab67616d0000b27358bd993a2b7e49054cf56a4b
5xU5wRTlZHVRoo2OxPvqA4,Red Heaven,2NLr6wfcbG6ecy27tkBLBW,1992-08-10,13,https://i.scdn.co/image/ab67616d0000b2733798af618a1824264d4ea9ad
5xU5wRTlZHVRoo2OxPvqA4,Red Heaven,7o7558076NO26oa8DFl2x7,1992,13,https://i.scdn.co/image/ab67616d0000b2736c94a5f1684988d208cd6463
5xU5wRTlZHVRoo2OxPvqA4,The Real Ramona,2ObFReK50jgZAERA0Bd0FP,1991-02-18,12,https://i.scdn.co/image/ab67616d0000b2732fabe36b2317a485603c7531
5xU5wRTlZHVRoo2OxPvqA4,Hunkpapa,25T0F8IFblhoP7WtxpXDKs,1989-01-20,13,https://i.scdn.co/image/ab67616d0000b273d2d9bac07b29295ce8225acb
5xU5wRTlZHVRoo2OxPvqA4,House Tornado,0lLI7wkHLDNud47sRFlbCh,1988-03-15,11,https://i.scdn.co/image/ab67616d0000b2733bd2c587b774f7442991c2ed
39KwCUfxTyIasDijrgwhRn,Lost Boys - 1977-1979,69cR0wpDjXv9K1OPv3ukfV,2018-01-26,9,https://i.scdn.co/image/ab67616d0000b273bbaa474364da049cb33d5a46
39KwCUfxTyIasDijrgwhRn,Right Now!,6AXm9vqZmg9Ke6cc6hs3RJ,1999-01-01,14,https://i.scdn.co/image/ab67616d0000b273e386e51d3d741f2925d58d86
39KwCUfxTyIasDijrgwhRn,Knockin' Me Dead,4bHKDZK5h1w970nbvYML1c,1994-09-09,15,https://i.scdn.co/image/ab67616d0000b2734381a7b9722933bd869f3a11
39KwCUfxTyIasDijrgwhRn,Don't Push Me Around,3Eekoavkgxg733sHmwn5wv,1991-01-01,13,https://i.scdn.co/image/ab67616d0000b2739b6a0dde82d7cbe5be8d6a1f
4HVFb71ZSXO6nRMk2pdPsy,The Scope,2ogce4PG2IjSshMWBJW8uT,2019-02-01,10,https://i.scdn.co/image/ab67616d0000b273d70e637c8351c612adbf8670
4HVFb71ZSXO6nRMk2pdPsy,Unstatic,5urtYSzSMFjqHM9n4KQxiq,2016-03-11,11,https://i.scdn.co/image/ab67616d0000b273a5d1552d37356cdabc455d70
4HVFb71ZSXO6nRMk2pdPsy,"Live in Concert (feat. Luca Aquino, Tore Brunborg & Jim “James” Watson)",0EVJ9waLBYgGqpJsacVTXA,2014-08-22,10,https://i.scdn.co/image/ab67616d0000b273e30c9e5907cd55bc0ec0245e
4HVFb71ZSXO6nRMk2pdPsy,Touchstone For Manu,6XDcPWD8IaMqyboVOyELXI,2014-08-15,11,https://i.scdn.co/image/ab67616d0000b2730d27c53aee78f14166694a6b
4HVFb71ZSXO6nRMk2pdPsy,Manu Katché,1AqmawnhEME7ju4nsxRG9q,2012-10-19,10,https://i.scdn.co/image/ab67616d0000b27314c57b6dd93fe9da7e35b480
4HVFb71ZSXO6nRMk2pdPsy,Third Round,4OVLfcl7i6sXKssJNxzGGV,2010-03-19,11,https://i.scdn.co/image/ab67616d0000b2730a43d888e193a80b673518e6
4HVFb71ZSXO6nRMk2pdPsy,Playground,4pM6nD48VWTKTbsvlUc4iV,2007-09-14,12,https://i.scdn.co/image/ab67616d0000b273adc9f7329cc069513e72d89e
4HVFb71ZSXO6nRMk2pdPsy,Neighbourhood,0INyOh58myljLOhTJKzcG7,2005-09-26,10,https://i.scdn.co/image/ab67616d0000b2735fd88419e574175c6d80a2f7
4HVFb71ZSXO6nRMk2pdPsy,It's About Time,2ej9zCE8PibNgIgFeyTsMB,1991-01-01,12,https://i.scdn.co/image/ab67616d0000b2737e2984816323dd31860b140c
3XhPuqqIdXrDLg8b6zDUxo,Mélancolitude,7I7Q41ewxqThSaUc5ZcTaR,2018-12-13,41,https://i.scdn.co/image/ab67616d0000b273970b8fad2def0803bd0f6d6b
3XhPuqqIdXrDLg8b6zDUxo,Ballade en novembre,6XVWdXK8qo1eL3x501pLMM,2013-03-02,41,https://i.scdn.co/image/ab67616d0000b27329bd61cf4f8537a1b072f024
3XhPuqqIdXrDLg8b6zDUxo,Silver,2AhDt9FKR977rHKytGlitt,2010-11-29,12,https://i.scdn.co/image/ab67616d0000b2736e699af5d869502b8e7a83bd
3XhPuqqIdXrDLg8b6zDUxo,Femme de légende,6vgF79lfHwm1iYwDlaixWn,2010-09-27,16,https://i.scdn.co/image/ab67616d0000b2739b9b20531b183b9fdc3417b9
3XhPuqqIdXrDLg8b6zDUxo,Escales,1R2jcGbSbGT5hdkerOHqca,2010-09-27,13,https://i.scdn.co/image/ab67616d0000b273b64e6f5a89e99e922acaf492
3XhPuqqIdXrDLg8b6zDUxo,La renverse,6avEhYbomt4CgkDDpdVpuY,2007-11-07,14,https://i.scdn.co/image/ab67616d0000b273ddb37647037ea4f8955f65b2
3XhPuqqIdXrDLg8b6zDUxo,Ses plus belles chansons,0gHpj5UgO6LFC1PO7uGQGY,2005-10-01,24,https://i.scdn.co/image/ab67616d0000b27371886b8cbf458b8303bbbeab
3XhPuqqIdXrDLg8b6zDUxo,Anne Vanderlove Chante Les Couleurs,3079fes8jFUTJhJKJ3PWid,1991-09-01,12,https://i.scdn.co/image/ab67616d0000b273b4928f329645e62766b7616a
5KyavV2znLy5IelZWWIoaz,En l'Annou d'Aquéras Qui Tan Hautes Soun,6kjVMNu9rybwTBK6yEVGmY,1998-01-01,15,https://i.scdn.co/image/ab67616d0000b2732412793b28e62ae6bca1e8cb
5KyavV2znLy5IelZWWIoaz,Montagnes Pyrénées,7kQE3NiLRJ4Z1CDYOc4OrT,1991-01-01,12,https://i.scdn.co/image/ab67616d0000b27360d5e643cd1894de0822dd82
4qXIYIWo6wRsN0lZxvgH6S,Los Tres 1991-1999,5VwI7zQnxFy4KrIpH8r9oR,2024-09-18,35,https://i.scdn.co/image/ab67616d0000b273eef6dcf2b592264be0f2b7a3
4qXIYIWo6wRsN0lZxvgH6S,Rarezas (En Vivo),2QyR6wZhkdupylpFigFgWB,2023-05-05,23,https://i.scdn.co/image/ab67616d0000b273c81fd2924073d42e848162dd
4qXIYIWo6wRsN0lZxvgH6S,Unplugged 20 Años,59PtL9pSb3v16rN9nLLTii,2020-12-17,15,https://i.scdn.co/image/ab67616d0000b2738e876f9c85270a4dddc5455d
4qXIYIWo6wRsN0lZxvgH6S,Los Tres Unplugged 20 Años,5qwIg1kBzo0HabN4VwaX0P,2020-12-17,15,https://i.scdn.co/image/ab67616d0000b2734e87ea8119921f7bac66be30
4qXIYIWo6wRsN0lZxvgH6S,Coliumo,6tJ0AWDSgSv2jCzZHMw82C,2010-10-22,16,https://i.scdn.co/image/ab67616d0000b273b36ffb4c63590689e517182f
4qXIYIWo6wRsN0lZxvgH6S,33 Horas Bar,6eFyGnlT5YfgL9QQRLKto6,2008-12-20,19,https://i.scdn.co/image/ab67616d0000b273812f5a84ae43268072563f10
4qXIYIWo6wRsN0lZxvgH6S,Arena,4KEdBVnHaWb9ymhh0Jxmk6,2007-12-15,27,https://i.scdn.co/image/ab67616d0000b273fa40dc762598a1ba8ec7ae6e
4qXIYIWo6wRsN0lZxvgH6S,Hágalo Usted Mismo,4S6FEkgKZ469kAgDSOqS51,2006-07-03,10,https://i.scdn.co/image/ab67616d0000b273d9af89c9d5468e9c19367186
4qXIYIWo6wRsN0lZxvgH6S,Freno De Mano (En Vivo),6okmuTw4dMuWDSp2pltotZ,2000,15,https://i.scdn.co/image/ab67616d0000b273378d4275dd19ac324f7c426d
4qXIYIWo6wRsN0lZxvgH6S,La Sangre en el Cuerpo,6pXn2EMBWlA4tqL7lL8N8a,1999,12,https://i.scdn.co/image/ab67616d0000b273195ee29edd4c9e4a2755cde7
4qXIYIWo6wRsN0lZxvgH6S,Fome,0BP7icmUBO6wGRTtEGVDmY,1997,15,https://i.scdn.co/image/ab67616d0000b27366edc1d892cd7f7374c14323
4qXIYIWo6wRsN0lZxvgH6S,Los Tres MTV Unplugged,5gbgCfKWGatY7WWDKcoGnW,1996,15,https://i.scdn.co/image/ab67616d0000b273baa83398c8be9f4929c2a72e
4qXIYIWo6wRsN0lZxvgH6S,La Espada & la Pared,3jk145dS5MIeZ6NZBAtvY0,1995,13,https://i.scdn.co/image/ab67616d0000b27378310de37af0875569acc411
4qXIYIWo6wRsN0lZxvgH6S,Se Remata el Siglo,2uaPzSGk9j7SuIO96BmoK9,1993,10,https://i.scdn.co/image/ab67616d0000b2735751046ec855061a2f347960
4qXIYIWo6wRsN0lZxvgH6S,Los Tres,4hOrjJ97MQ7yXOiGvFbgDQ,1991,10,https://i.scdn.co/image/ab67616d0000b273c90c7ca59a3055ba78ae5d89
3fJ60AcIgLzQkVitEvA7uq,They Reminisce Over You,2VgRHCN7kggnIWMk6eKmuM,2019-09-27,20,https://i.scdn.co/image/ab67616d0000b273840187f51242cdc268d4285b
3fJ60AcIgLzQkVitEvA7uq,The Main Ingredient,5Gz9I4C6s443w18SrFc8xE,1994-01-01,16,https://i.scdn.co/image/ab67616d0000b273787d62bbc9dc7a13f2a712be
